Name,Code,Org_Latitude,Org_Longitude,Org_Altitude,Correct_Latitude,Correct_Longitude,Correct_Altitude,Latitude,Longitude,Altitude,AntennaHeight,Northing,Easting,Height,State,Satellite_Lock,Satellite_View,PDOP,HRMS,VRMS,Age,Date,Time,Base_ID,Base_Latitude,Base_Longitude,Base_Altitude,Base_Distance,CompensationMode,InclineAngle,AzimuthAngle,Correct_n,Correct_e,Correct_h
381,,045d28m39.2876880000s,009d13m35.1267900000s,162.446,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2876880000s,009d13m35.1267900000s,160.430,2.016,5036030.634,517696.810,160.430,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:37:36,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,237.012,0,0.00000000,270.00000000,0.000,0.000,0.000
382,,045d28m39.2852640000s,009d13m35.1002760000s,162.422,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2852640000s,009d13m35.1002760000s,160.406,2.016,5036030.558,517696.234,160.406,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:37:37,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,237.572,0,0.00000000,270.00000000,0.000,0.000,0.000
383,,045d28m39.2845860000s,009d13m35.0724960000s,162.415,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2845860000s,009d13m35.0724960000s,160.399,2.016,5036030.535,517695.631,160.399,FIXED,26,35,1.140,0.014,0.017,0.0,2023-11-13,11:37:38,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,238.136,0,0.00000000,270.00000000,0.000,0.000,0.000
384,,045d28m39.2827440000s,009d13m35.0431740000s,162.425,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2827440000s,009d13m35.0431740000s,160.409,2.016,5036030.476,517694.995,160.409,FIXED,25,35,1.140,0.014,0.017,0.0,2023-11-13,11:37:39,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,238.742,0,0.00000000,270.00000000,0.000,0.000,0.000
385,,045d28m39.2793840000s,009d13m35.0032800000s,162.395,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2793840000s,009d13m35.0032800000s,160.379,2.016,5036030.370,517694.129,160.379,FIXED,25,35,1.140,0.014,0.017,0.0,2023-11-13,11:37:40,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,239.583,0,0.00000000,270.00000000,0.000,0.000,0.000
386,,045d28m39.2764020000s,009d13m34.9651260000s,162.398,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2764020000s,009d13m34.9651260000s,160.382,2.016,5036030.276,517693.301,160.382,FIXED,25,35,1.140,0.014,0.017,0.0,2023-11-13,11:37:41,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,240.380,0,0.00000000,270.00000000,0.000,0.000,0.000
387,,045d28m39.2758380000s,009d13m34.9285920000s,162.359,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2758380000s,009d13m34.9285920000s,160.343,2.016,5036030.256,517692.508,160.343,FIXED,25,35,1.140,0.014,0.017,0.0,2023-11-13,11:37:42,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,241.122,0,0.00000000,270.00000000,0.000,0.000,0.000
388,,045d28m39.2752680000s,009d13m34.8917880000s,162.379,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2752680000s,009d13m34.8917880000s,160.363,2.016,5036030.236,517691.709,160.363,FIXED,25,35,1.140,0.014,0.017,0.0,2023-11-13,11:37:43,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,241.864,0,0.00000000,270.00000000,0.000,0.000,0.000
389,,045d28m39.2729100000s,009d13m34.8556920000s,162.347,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2729100000s,009d13m34.8556920000s,160.331,2.016,5036030.161,517690.925,160.331,FIXED,25,35,1.140,0.014,0.017,0.0,2023-11-13,11:37:44,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,242.618,0,0.00000000,270.00000000,0.000,0.000,0.000
390,,045d28m39.2709060000s,009d13m34.8177180000s,162.394,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2709060000s,009d13m34.8177180000s,160.378,2.016,5036030.097,517690.101,160.378,FIXED,25,35,1.140,0.014,0.017,0.0,2023-11-13,11:37:45,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,243.396,0,0.00000000,270.00000000,0.000,0.000,0.000
391,,045d28m39.2705760000s,009d13m34.7819400000s,162.376,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2705760000s,009d13m34.7819400000s,160.360,2.016,5036030.085,517689.324,160.360,FIXED,25,36,1.140,0.014,0.017,0.0,2023-11-13,11:37:46,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,244.119,0,0.00000000,270.00000000,0.000,0.000,0.000
392,,045d28m39.2694660000s,009d13m34.7443680000s,162.382,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2694660000s,009d13m34.7443680000s,160.366,2.016,5036030.048,517688.509,160.366,FIXED,25,36,1.140,0.014,0.017,0.0,2023-11-13,11:37:47,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,244.885,0,0.00000000,270.00000000,0.000,0.000,0.000
393,,045d28m39.2660040000s,009d13m34.7094840000s,162.376,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2660040000s,009d13m34.7094840000s,160.360,2.016,5036029.939,517687.752,160.360,FIXED,25,35,1.140,0.014,0.017,0.0,2023-11-13,11:37:48,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,245.625,0,0.00000000,270.00000000,0.000,0.000,0.000
394,,045d28m39.2651400000s,009d13m34.6689300000s,162.384,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2651400000s,009d13m34.6689300000s,160.368,2.016,5036029.910,517686.871,160.368,FIXED,25,35,1.140,0.014,0.017,0.0,2023-11-13,11:37:49,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,246.448,0,0.00000000,270.00000000,0.000,0.000,0.000
395,,045d28m39.2672280000s,009d13m34.6306740000s,162.387,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2672280000s,009d13m34.6306740000s,160.371,2.016,5036029.972,517686.041,160.371,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:37:50,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,247.193,0,0.00000000,270.00000000,0.000,0.000,0.000
396,,045d28m39.2684340000s,009d13m34.5893820000s,162.359,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2684340000s,009d13m34.5893820000s,160.343,2.016,5036030.007,517685.144,160.343,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:37:51,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,248.014,0,0.00000000,270.00000000,0.000,0.000,0.000
397,,045d28m39.2687760000s,009d13m34.5482820000s,162.330,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2687760000s,009d13m34.5482820000s,160.314,2.016,5036030.015,517684.252,160.314,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:37:52,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,248.841,0,0.00000000,270.00000000,0.000,0.000,0.000
398,,045d28m39.2696820000s,009d13m34.5117480000s,162.311,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2696820000s,009d13m34.5117480000s,160.295,2.016,5036030.041,517683.459,160.295,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:37:53,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,249.569,0,0.00000000,270.00000000,0.000,0.000,0.000
399,,045d28m39.2723340000s,009d13m34.4749260000s,162.275,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2723340000s,009d13m34.4749260000s,160.259,2.016,5036030.120,517682.659,160.259,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:37:54,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,250.286,0,0.00000000,270.00000000,0.000,0.000,0.000
400,,045d28m39.2748120000s,009d13m34.4358720000s,162.278,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2748120000s,009d13m34.4358720000s,160.262,2.016,5036030.194,517681.811,160.262,FIXED,26,35,1.140,0.014,0.017,0.0,2023-11-13,11:37:55,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,251.046,0,0.00000000,270.00000000,0.000,0.000,0.000
401,,045d28m39.2792100000s,009d13m34.3925820000s,162.275,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2792100000s,009d13m34.3925820000s,160.259,2.016,5036030.327,517680.871,160.259,FIXED,26,35,1.150,0.014,0.017,0.0,2023-11-13,11:37:56,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,251.872,0,0.00000000,270.00000000,0.000,0.000,0.000
402,,045d28m39.2811720000s,009d13m34.3526580000s,162.251,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2811720000s,009d13m34.3526580000s,160.235,2.016,5036030.386,517680.004,160.235,FIXED,27,35,1.150,0.014,0.017,0.0,2023-11-13,11:37:57,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,252.660,0,0.00000000,270.00000000,0.000,0.000,0.000
403,,045d28m39.2855580000s,009d13m34.3129740000s,162.272,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2855580000s,009d13m34.3129740000s,160.256,2.016,5036030.519,517679.142,160.256,FIXED,26,35,1.140,0.014,0.017,0.0,2023-11-13,11:37:58,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,253.412,0,0.00000000,270.00000000,0.000,0.000,0.000
404,,045d28m39.2921700000s,009d13m34.2733620000s,162.231,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2921700000s,009d13m34.2733620000s,160.215,2.016,5036030.720,517678.281,160.215,FIXED,26,35,1.150,0.014,0.017,0.0,2023-11-13,11:37:59,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,254.147,0,0.00000000,270.00000000,0.000,0.000,0.000
405,,045d28m39.2991060000s,009d13m34.2333840000s,162.238,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.2991060000s,009d13m34.2333840000s,160.222,2.016,5036030.932,517677.413,160.222,FIXED,27,34,1.150,0.014,0.017,0.0,2023-11-13,11:38:00,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,254.881,0,0.00000000,270.00000000,0.000,0.000,0.000
406,,045d28m39.3064200000s,009d13m34.1928000000s,162.234,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3064200000s,009d13m34.1928000000s,160.218,2.016,5036031.155,517676.531,160.218,FIXED,27,34,1.150,0.014,0.017,0.0,2023-11-13,11:38:01,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,255.626,0,0.00000000,270.00000000,0.000,0.000,0.000
407,,045d28m39.3113160000s,009d13m34.1540700000s,162.182,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3113160000s,009d13m34.1540700000s,160.166,2.016,5036031.304,517675.690,160.166,FIXED,27,34,1.150,0.014,0.017,0.0,2023-11-13,11:38:02,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,256.366,0,0.00000000,270.00000000,0.000,0.000,0.000
408,,045d28m39.3153840000s,009d13m34.1186820000s,162.202,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3153840000s,009d13m34.1186820000s,160.186,2.016,5036031.427,517674.921,160.186,FIXED,27,34,1.150,0.014,0.017,0.0,2023-11-13,11:38:03,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,257.038,0,0.00000000,270.00000000,0.000,0.000,0.000
409,,045d28m39.3233340000s,009d13m34.0795380000s,162.175,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3233340000s,009d13m34.0795380000s,160.159,2.016,5036031.670,517674.070,160.159,FIXED,27,34,1.140,0.014,0.017,0.0,2023-11-13,11:38:04,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,257.753,0,0.00000000,270.00000000,0.000,0.000,0.000
410,,045d28m39.3308640000s,009d13m34.0409460000s,162.194,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3308640000s,009d13m34.0409460000s,160.178,2.016,5036031.900,517673.232,160.178,FIXED,27,35,1.150,0.014,0.017,0.0,2023-11-13,11:38:05,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,258.456,0,0.00000000,270.00000000,0.000,0.000,0.000
411,,045d28m39.3383400000s,009d13m34.0056420000s,162.192,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3383400000s,009d13m34.0056420000s,160.176,2.016,5036032.129,517672.465,160.176,FIXED,28,34,1.150,0.014,0.017,0.0,2023-11-13,11:38:06,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,259.096,0,0.00000000,270.00000000,0.000,0.000,0.000
412,,045d28m39.3463140000s,009d13m33.9675000000s,162.171,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3463140000s,009d13m33.9675000000s,160.155,2.016,5036032.372,517671.636,160.155,FIXED,28,34,1.150,0.014,0.017,0.0,2023-11-13,11:38:07,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,259.793,0,0.00000000,270.00000000,0.000,0.000,0.000
413,,045d28m39.3550440000s,009d13m33.9338940000s,162.183,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3550440000s,009d13m33.9338940000s,160.167,2.016,5036032.640,517670.906,160.167,FIXED,28,34,1.150,0.014,0.017,0.0,2023-11-13,11:38:08,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,260.386,0,0.00000000,270.00000000,0.000,0.000,0.000
414,,045d28m39.3653640000s,009d13m33.9000660000s,162.172,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3653640000s,009d13m33.9000660000s,160.156,2.016,5036032.956,517670.170,160.156,FIXED,28,34,1.150,0.014,0.017,0.0,2023-11-13,11:38:09,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,260.971,0,0.00000000,270.00000000,0.000,0.000,0.000
415,,045d28m39.3771420000s,009d13m33.8616780000s,162.174,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3771420000s,009d13m33.8616780000s,160.158,2.016,5036033.317,517669.336,160.158,FIXED,28,34,1.150,0.014,0.017,0.0,2023-11-13,11:38:10,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,261.635,0,0.00000000,270.00000000,0.000,0.000,0.000
416,,045d28m39.3894000000s,009d13m33.8222820000s,162.141,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.3894000000s,009d13m33.8222820000s,160.125,2.016,5036033.693,517668.479,160.125,FIXED,28,34,1.150,0.014,0.017,0.0,2023-11-13,11:38:11,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,262.320,0,0.00000000,270.00000000,0.000,0.000,0.000
417,,045d28m39.4014660000s,009d13m33.7813860000s,162.114,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4014660000s,009d13m33.7813860000s,160.098,2.016,5036034.063,517667.591,160.098,FIXED,28,35,1.140,0.014,0.017,0.0,2023-11-13,11:38:12,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,263.038,0,0.00000000,270.00000000,0.000,0.000,0.000
418,,045d28m39.4140720000s,009d13m33.7417860000s,162.181,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4140720000s,009d13m33.7417860000s,160.165,2.016,5036034.450,517666.730,160.165,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:38:13,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,263.715,0,0.00000000,270.00000000,0.000,0.000,0.000
419,,045d28m39.4241220000s,009d13m33.7102800000s,162.196,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4241220000s,009d13m33.7102800000s,160.180,2.016,5036034.758,517666.045,160.180,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:38:14,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,264.259,0,0.00000000,270.00000000,0.000,0.000,0.000
420,,045d28m39.4368900000s,009d13m33.6736260000s,162.193,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4368900000s,009d13m33.6736260000s,160.177,2.016,5036035.150,517665.248,160.177,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:38:15,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,264.885,0,0.00000000,270.00000000,0.000,0.000,0.000
421,,045d28m39.4479960000s,009d13m33.6346080000s,162.159,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4479960000s,009d13m33.6346080000s,160.143,2.016,5036035.490,517664.400,160.143,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:38:16,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,265.581,0,0.00000000,270.00000000,0.000,0.000,0.000
422,,045d28m39.4601880000s,009d13m33.5946060000s,162.161,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4601880000s,009d13m33.5946060000s,160.145,2.016,5036035.864,517663.530,160.145,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:38:17,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,266.284,0,0.00000000,270.00000000,0.000,0.000,0.000
423,,045d28m39.4744260000s,009d13m33.5600700000s,162.154,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4744260000s,009d13m33.5600700000s,160.138,2.016,5036036.301,517662.779,160.138,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:38:18,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,266.857,0,0.00000000,270.00000000,0.000,0.000,0.000
424,,045d28m39.4872420000s,009d13m33.5225940000s,162.152,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4872420000s,009d13m33.5225940000s,160.136,2.016,5036036.694,517661.965,160.136,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:38:19,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,267.506,0,0.00000000,270.00000000,0.000,0.000,0.000
425,,045d28m39.4975380000s,009d13m33.4826940000s,162.162,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.4975380000s,009d13m33.4826940000s,160.146,2.016,5036037.010,517661.097,160.146,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:38:20,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,268.228,0,0.00000000,270.00000000,0.000,0.000,0.000
426,,045d28m39.5087460000s,009d13m33.4431540000s,162.158,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5087460000s,009d13m33.4431540000s,160.142,2.016,5036037.353,517660.238,160.142,FIXED,27,35,1.270,0.014,0.017,0.0,2023-11-13,11:38:21,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,268.937,0,0.00000000,270.00000000,0.000,0.000,0.000
427,,045d28m39.5206860000s,009d13m33.4047720000s,162.177,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5206860000s,009d13m33.4047720000s,160.161,2.016,5036037.719,517659.404,160.161,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:38:22,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,269.613,0,0.00000000,270.00000000,0.000,0.000,0.000
428,,045d28m39.5334960000s,009d13m33.3657960000s,162.126,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5334960000s,009d13m33.3657960000s,160.110,2.016,5036038.112,517658.556,160.110,FIXED,26,35,1.140,0.014,0.016,0.0,2023-11-13,11:38:23,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,270.304,0,0.00000000,270.00000000,0.000,0.000,0.000
429,,045d28m39.5470020000s,009d13m33.3272940000s,162.104,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5470020000s,009d13m33.3272940000s,160.088,2.016,5036038.527,517657.719,160.088,FIXED,26,35,1.270,0.014,0.017,0.0,2023-11-13,11:38:24,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,270.977,0,0.00000000,270.00000000,0.000,0.000,0.000
430,,045d28m39.5581860000s,009d13m33.2893380000s,162.087,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5581860000s,009d13m33.2893380000s,160.071,2.016,5036038.869,517656.894,160.071,FIXED,26,35,1.270,0.014,0.017,0.0,2023-11-13,11:38:25,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,271.660,0,0.00000000,270.00000000,0.000,0.000,0.000
431,,045d28m39.5704200000s,009d13m33.2504820000s,162.068,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5704200000s,009d13m33.2504820000s,160.052,2.016,5036039.245,517656.050,160.052,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:38:26,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,272.354,0,0.00000000,270.00000000,0.000,0.000,0.000
432,,045d28m39.5815740000s,009d13m33.2199180000s,162.077,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5815740000s,009d13m33.2199180000s,160.061,2.016,5036039.587,517655.385,160.061,FIXED,28,35,1.140,0.014,0.017,0.0,2023-11-13,11:38:27,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,272.885,0,0.00000000,270.00000000,0.000,0.000,0.000
433,,045d28m39.5924340000s,009d13m33.1889040000s,162.084,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.5924340000s,009d13m33.1889040000s,160.068,2.016,5036039.920,517654.711,160.068,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:38:28,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,273.428,0,0.00000000,270.00000000,0.000,0.000,0.000
434,,045d28m39.6035040000s,009d13m33.1567380000s,162.059,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6035040000s,009d13m33.1567380000s,160.043,2.016,5036040.260,517654.012,160.043,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:38:29,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,273.999,0,0.00000000,270.00000000,0.000,0.000,0.000
435,,045d28m39.6150840000s,009d13m33.1199100000s,162.068,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6150840000s,009d13m33.1199100000s,160.052,2.016,5036040.615,517653.211,160.052,FIXED,27,35,1.140,0.014,0.017,0.0,2023-11-13,11:38:30,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,274.658,0,0.00000000,270.00000000,0.000,0.000,0.000
436,,045d28m39.6285900000s,009d13m33.0821640000s,162.047,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6285900000s,009d13m33.0821640000s,160.031,2.016,5036041.029,517652.390,160.031,FIXED,27,36,1.140,0.014,0.017,0.0,2023-11-13,11:38:31,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,275.324,0,0.00000000,270.00000000,0.000,0.000,0.000
437,,045d28m39.6409740000s,009d13m33.0487920000s,162.069,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6409740000s,009d13m33.0487920000s,160.053,2.016,5036041.410,517651.665,160.053,FIXED,26,36,1.140,0.014,0.017,0.0,2023-11-13,11:38:32,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,275.906,0,0.00000000,270.00000000,0.000,0.000,0.000
438,,045d28m39.6524760000s,009d13m33.0132900000s,162.033,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6524760000s,009d13m33.0132900000s,160.017,2.016,5036041.762,517650.893,160.017,FIXED,26,36,1.140,0.014,0.017,0.0,2023-11-13,11:38:33,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,276.548,0,0.00000000,270.00000000,0.000,0.000,0.000
439,,045d28m39.6628020000s,009d13m32.9815920000s,162.058,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6628020000s,009d13m32.9815920000s,160.042,2.016,5036042.079,517650.204,160.042,FIXED,26,36,1.140,0.014,0.017,0.0,2023-11-13,11:38:34,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,277.114,0,0.00000000,270.00000000,0.000,0.000,0.000
440,,045d28m39.6742920000s,009d13m32.9521620000s,162.022,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6742920000s,009d13m32.9521620000s,160.006,2.016,5036042.432,517649.564,160.006,FIXED,26,36,1.200,0.014,0.017,0.0,2023-11-13,11:38:35,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,277.632,0,0.00000000,270.00000000,0.000,0.000,0.000
441,,045d28m39.6858480000s,009d13m32.9216100000s,162.022,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6858480000s,009d13m32.9216100000s,160.006,2.016,5036042.787,517648.900,160.006,FIXED,25,36,1.140,0.014,0.017,0.0,2023-11-13,11:38:36,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.169,0,0.00000000,270.00000000,0.000,0.000,0.000
442,,045d28m39.6942960000s,009d13m32.8944060000s,162.031,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.6942960000s,009d13m32.8944060000s,160.015,2.016,5036043.046,517648.308,160.015,FIXED,26,36,1.150,0.014,0.017,0.0,2023-11-13,11:38:37,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,278.663,0,0.00000000,270.00000000,0.000,0.000,0.000
443,,045d28m39.7038180000s,009d13m32.8716840000s,162.037,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.7038180000s,009d13m32.8716840000s,160.021,2.016,5036043.338,517647.814,160.021,FIXED,26,35,1.140,0.014,0.017,0.0,2023-11-13,11:38:38,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,279.055,0,0.00000000,270.00000000,0.000,0.000,0.000
444,,045d28m39.7103220000s,009d13m32.8487220000s,162.020,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.7103220000s,009d13m32.8487220000s,160.004,2.016,5036043.537,517647.315,160.004,FIXED,24,36,1.150,0.014,0.017,0.0,2023-11-13,11:38:39,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,279.481,0,0.00000000,270.00000000,0.000,0.000,0.000
445,,045d28m39.7164600000s,009d13m32.8356660000s,161.990,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.7164600000s,009d13m32.8356660000s,159.974,2.016,5036043.726,517647.031,159.974,FIXED,24,36,1.150,0.014,0.017,0.0,2023-11-13,11:38:40,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,279.705,0,0.00000000,270.00000000,0.000,0.000,0.000
446,,045d28m39.7177680000s,009d13m32.8333440000s,161.984,0.0000000000000000,0.0000000000000000,0.000000,045d28m39.7177680000s,009d13m32.8333440000s,159.968,2.016,5036043.766,517646.981,159.968,FIXED,25,36,1.150,0.014,0.017,0.0,2023-11-13,11:38:41,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,279.743,0,0.00000000,270.00000000,0.000,0.000,0.000
